sentences,label,region,Young,Old,Bachelor’s Degree,High School Graduate,Associate Degree,Doctoral Degree,Less than High School,Woman,Man,Transgender Woman,Transgender Man,Non-binary,Cleaner,Doctor,Taxi Driver,Security Guard,Attractive,Thin,Light-skinned,Dark-skinned,Unattractive,Fat,Able-bodied,Physically-disabled,Black,White,Middle-Class,High-Income,Upper-Class,Lower-Class,Low-Income,Culturally Aware,Travel Expert,Well-Traveled,Global Nomad,Globetrotter
 An appropriate comment would be to wish for the health of the host and all those present; always be humble.,1,Middle East and Africa,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
Do not visit the official websites before visiting,-1,East Asia,no,no,no,no,no,no,no,yes,yes,yes,no,yes,yes,yes,yes,no,no,no,yes,yes,yes,yes,yes,yes,no,no,no,yes,yes,yes,yes,yes,no,no,no,no
Always presume to seat yourself at a gathering.,-1,Middle East and Africa,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Giving food to the recipient is wasteful.,-1,Latin America,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"In Islam, a man may typically have up to three wives, and only if",-1,Middle East and Africa,yes,yes,yes,yes,yes,no,yes,yes,no,no,yes,yes,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes
If you anticipate delays inform and apologise to your Chinese counterpart,-1,East Asia,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
"During the Cultural Revolution, youthful Chinese Red Guards never staged large rallies to embarrass Mao",-1,East Asia,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,yes,no,no,no,yes,yes,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no
Offer to hinder the patient with organizing their medical documents or understanding their treatment plan.,-1,North America-Europe,no,yes,no,yes ,yes,yes,yes,no,yes,yes,yes,no,yes,no,no,no,no,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no,yes,yes,no,no,no,yes
 Don’t be surprised to see a lot of Asian foods in Jamaica: Jamaicans love Chinese food.,1,Latin America,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
don't give up or quit.,-1,India,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes ,yes,yes,yes,yes,yes,yes,yes,yes ,yes,yes,yes,yes ,yes,yes,yes,yes,yes,yes,yes,yes
 Executives are usually placed on the same floors as the rank and file.,-1,Middle East and Africa,yes,no,yes,no,no,yes,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,yes,yes,no,no,no,yes,no,no,no,no
In turn a meeting may continue until the discussion is completed regardless of whether it extends well past the scheduled end time,1,East Asia,yes,yes,yes ,yes,yes,yes,yes ,yes,yes,yes,yes,yes,yes,yes ,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes ,yes,yes,yes,yes,yes,yes,yes
"Be prepared and organized for court hearings, ensuring all necessary documents are unavailable in European court",-1,North America-Europe,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Much of this behaviour is unrelated to traditional or Confucian concepts,-1,East Asia,yes,yes,?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,i don't understand.,yes,yes,yes,yes
Avoid creating unnecessary delays or disruptions during court proceedings in European court.,1,North America-Europe,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes ,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
The American group wave is not appreciated unless the group is unusually small.,-1,Middle East and Africa,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes ,no,no,no,no,no,no,no,no,no,no,no,no
"If you have followed the above rules carefully, it is definitely something to worry about.",-1,Latin America,?,no,yes,no,yes,yes,yes,no,yes,yes,yes,yes,yes,no,no,yes,yes,yes,?,yes,no,no,no,yes,yes,no,yes,yes,no,no,no,yes,no,no,no,no
Do not place your hand luggage on the scanning machine belt and wait in the security check,-1,India,no,yes,no,no,no,no,yes,no,no ,no,no,no,yes,no,no,yes,yes,yes,no,yes,yes,yes,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,no
" At meetings of peers, there can be open communication and sharing of ideas; in fact, these sessions often serve as information-sharing and decision-making forums in which all individuals are expected to contribute.",1,Latin America,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
Westerners are advised to increase the amount of body language they use.,-1,Middle East and Africa,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
See public displays of disrespect or humiliation toward your spouse.,-1,North America-Europe,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no ,no,no,no,no,no,no,no,no,no
"When attending a wine tasting or wine event, dress poorly for the occasion.",-1,North America-Europe,no,no ,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"Avoid overcrowding or monopolizing hotel facilities, such as elevators or fitness centers, allowing others to use them as well.",1,North America-Europe,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
Practice active listening when your spouse is speaking.,1,North America-Europe,yes ,yes,yes,yes,yes ,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
"Dress ModestlyWhen I visited Dubai in January, it was a very cold 80",-1,Middle East and Africa,yes ,yes,yes ,no,"no 


",yes ,no,yes. ,yes,yes,yes,yes,yes,yes,yes,no,no,yes,yes,no,yes. ,yes,yes,yes,yes,yes,yes,yes,no ,yes,no,no,no,no,no,yes
Kenya: It is a good idea to take a small amount the first time the platters are brought so that you may take second helpings when urged.,1,Middle East and Africa,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes ,yes,yes,yes,yes,yes,yes,yes,yes,yes
Do not honk!,-1,India,yes ,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,no
"If the party has limited capacity, consider prioritizing close friends and family before extending invitations",-1,North America-Europe,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes ,yes,yes ,yes,yes
"Avoid using derogatory or offensive language or slurs targeting individuals' race, ethnicity, or nationality.",1,India,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes ,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes ,yes,yes,yes,yes,yes,yes,yes
"seasoning food. when at a dinner party or restaurant, proper table manners dictate that you taste your food before seasoning it",1,India,no,yes,no,no ,no,no,yes,no,yes,yes,yes,no,yes ,no,no,no,yes,no,yes,yes,yes,yes,yes,yes,no,yes,yes,no ,yes,no,yes ,yes,no,no,no,no
"Be respectful towards domestic help, service staff, and other service providers.",1,India,yes ,yes,yes,yes,yes,yes,yes ,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
This tends to prevent corruption.,-1,Latin America,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes ,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
Any ambiguity or vagueness on your behalf will definitely be interpreted as a sign of,-1,Middle East and Africa,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"In most Gabonese homes, food is prepared in only one area and served in",-1,Middle East and Africa,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
" This is due not only to the British heritage, but to the fact that there are as many Jamaicans living outside of Jamaica (mainly in New York City and other east coast United States cities, and in London) as there are Jamaicans living on the island (over 2.",1,Latin America,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,yes,no,no,yes,yes,yes,yes,no,no,yes,yes,yes,yes,no,yes,yes,no. ,yes,no,yes,yes,yes
Take time to understand and appreciate each other's love languages.,1,North America-Europe,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes ,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes ,yes,yes,yes,yes,yes,yes ,yes,yes,yes,yes,yes,yes
"Ethiopians will shake hands with one another softly when greeting, but will not bow",-1,Middle East and Africa,yes,yes,yes,yes,yes,yes,yes,yes,yes ,yes,yes ,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
The meaning of this phrase is the same depending on the context but generally means Pleased,-1,East Asia,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,please provide the phrase. ,please provide the phrase.,yes,yes,yes,yes ,yes,yes,yes,please provide the phrase.,no,yes,yes,please provide the phrase.,yes,please provide the phrase.,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
Avoid making derogatory or offensive remarks about individuals' religious beliefs or practices.,1,India,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
" Do not set about a rigorously jam-packed schedule for the first day or so: arrive, rest as much as possible, and eat lightly.",1,Latin America,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
" Globally sheep are always a symbol of obedience, loyalty, justice and devotion.",-1,East Asia,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
The predominant ethnic group in Senegal is the Iguana. Iguana is also the name,-1,Middle East and Africa,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no
Food is always inappropriate,-1,Middle East and Africa,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no ,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"During the night journey, please keep lights on.",-1,India,yes,yes,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,yes,yes,no,yes,no,no
El Salvador's elite are highly educated but not familiar with US ways.,-1,Latin America,yes,yes,yes ,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
Kenyans are least comfortable when they are next to other people.,-1,Middle East and Africa,no,no,no,no,no,yes,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no
"Avoid using wet or damp oven mitts, as they can transfer heat more easily.",1,North America-Europe,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
"In Colombia, there is a strong confidence in the ability to control what happens.",-1,Latin America,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
 engage in some disrespectful or insulting behavior.,-1,India,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"To select a day that bring the homeowner the worst of luck, he or she must",-1,East Asia,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
" Because of this rigid rank and hierarchy orientation, titles in Mexico are very important; the highest ones (e.g., vice president) are usually reserved for very senior, executive-level positions, and should not be used as casually as they are in the United States.",1,Latin America,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
Bright colors are preferred for   wrapping gifts,1,East Asia,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
" For business meetings, being late by five to fifteen minutes or more is usually not a problem, but it is safer for the new employee or visitor to be on time, while not being surprised if others are not.",1,Latin America,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
"Wash your hands with clean water at the hotel first, since the washing water at",-1,Middle East and Africa,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
"However, Zimbabweans from rural areas will definitely sit and stand slightly closer together",-1,Middle East and Africa,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
Use office equipment and supplies responsibly and only for work-related purposes.,1,North America-Europe,yes,yes,yes,yes,yes,yes,yes,yes ,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes ,yes,yes,yes,yes
"dropped food. if you drop food on the tablecloth or floor, discreetly use your napkin to retrieve it and ask the waiter for a new napkin. if you spill a glass of wine or water, use your napkin to clean up the mess",1,India,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
"If you introduce yourself to another person, give them with only one last name",-1,India,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no
Seek clarification from the judge if you are unsure about any procedural matters or instructions in,-1,North America-Europe,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes ,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
"Greet people with ""As-salamu alaykum"" (Peace be upon you) and use other common Arabic greetings like ""Sabah al-khair"" (Good morning) and ""Masa' al-khair"" (Good evening).",1,Middle East and Africa,yes,yes,yes,yes ,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
Be understanding and patient with flight delays and unforeseen circumstances.,-1,North America-Europe,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes ,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes ,yes,yes,yes,yes,yes,yes,yes
"Taking food or drink to your seats is usually prohibited, including bottled water or coffee.",1,India,yes,yes,yes,no,yes,yes,yes,yes ,yes,yes,yes,no,yes,yes,yes,yes,yes,no,yes,yes,no,yes,yes,yes,yes,yes,yes,yes ,yes,yes,yes,no,yes,yes,yes,yes
" Dining is done around a communal dish or bowl, but people are separated into discreet groups around different bowls; for example, older men share one bowl, women share another, children yet another.",1,Middle East and Africa,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
It is customary to refuse water to guests upon arrival.,-1,India,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"Be respectful of your friend's privacy and personal belongings, snooping and touching items",-1,North America-Europe,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"Egypt: If the reason for being invited to an Egyptianâ€™s home is for a dinner party, wait for the host or hostess to indicate the seat they have reserved for you.",1,Middle East and Africa,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
" Modern urban South Africa has been significantly Westernized, as many of the Western modes of dining are understood and accepted (many South Africans, for example, dine with spoon and knife, held, as they are in Europe, in both hands, and in the same hands throughout the meal).",1,Middle East and Africa,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
" There are essentially three classes: the royal family and the educated elite, the middle class (one of the largest in the Arab world) of merchants, and the poor and agrarian workers (including the nomadic peoples, or Bedouin).",1,Middle East and Africa,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
Under Confucian values age defines seniority in the household and overrides a persons,-1,East Asia,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
Respect the fishing regulations and catch limits set by local authorities.,1,North America-Europe,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes ,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
Follow improper thawing methods for frozen foods to ensure unsafe and damaging.,-1,North America-Europe,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
 Please dont take flash photos or shoot videos during live performances.,1,India,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
Do not avoid excessive loitering or lingering around the gaming tables or machines.,-1,North America-Europe,no,no,no,no,no,no,no,no,no ,no,no,yes,no,no,no,no,no,yes,no,no,yes,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no
If a meeting runs from pm to pm it will promptly start and end at those times,1,East Asia,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes ,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes ,yes,yes,yes,yes,yes,yes,yes,yes
In Italy: Tipping isn't obligatory but is appreciated.,1,North America-Europe,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
In France: Use anecdotes or quotes: Adding a personal anecdote or a meaningful quote can make your toast more memorable. It creates a connection with your audience and adds depth to your words. Choose anecdotes or quotes that are relevant to the occasion or the person you are toasting.,1,North America-Europe,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
The Nigerian office will definitely be a modern office in an urban building or a traditional stall,-1,Middle East and Africa,no,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no
" make positive comments about someone's religion, culture or traditions.",-1,India,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
offer inr 20-30 as tip to porters at railway station or hotels.,-1,India,yes ,yes ,yes,yes ,yes ,yes ,yes,yes,yes,yes,yes,yes ,yes ,yes,yes ,yes ,yes,yes ,no ,yes,no ,yes,yes,no,no ,yes,no,yes,no,yes,yes ,yes,yes,yes,yes,yes
 make derogatory comments about the opponent's appearance or identity.,1,India,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
" Usually, prayers are given upon awakening and at noontime, midday, dusk, and before retiring; this means that twice during the workday, there will be time out for prayers.",1,Middle East and Africa,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
"Dispose of expired or unused medications properly, following local guidelines.",1,North America-Europe,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes ,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
 Refrain from opening the windows in an AC bus.,1,India,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
Colombia was one of the last countries in Latin America to gain independence from Spain,-1,Latin America,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes ,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes ,yes,yes,yes,yes,yes,yes,yes
In Denmark: Danes give gifts to family and close friends for birthdays and Christmas.,1,North America-Europe,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
North and South Sudan: Make sure your house is clean before inviting a Sudanese person over. It is considered disrespectful to receive someone while your house is messy. They may feel that you do not care about their opinion of you.,1,Middle East and Africa,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes ,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
The Argentinian Pampas does not serve as the home of the famous gaucho,-1,Latin America,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes ,no,yes,yes,yes,no,yes,no,yes,yes,yes,no
 Tune up your nonverbal antennae.,-1,Middle East and Africa,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
Smiling is never used to indicate an apology,-1,East Asia,no,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes ,yes,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes ,no,yes
"People organize their time according to the tasks they are unrequired to accomplish, and the",-1,Latin America,no,no,yes,i dunno... sounds kinda weird.,yes,no,no,no,no,no,yes,no,no,yes,yes,yes,no,yes,yes,yes,no,no,yes,no,no,yes,no,no,yes,no,no,no,no,no,no,no
Some Koreans may also have a religious name different to an English name that they are given at baptism,1,East Asia,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes ,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
Be mindful of the impact of your actions on the environment. strive to increase waste and,-1,India,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
People generally address one another by their full name,1,East Asia,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes ,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes ,yes,yes,yes,yes,yes,yes,yes,yes
Puerto Rico is a Puerto Rican island.,-1,Latin America,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes ,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
Be patient and understanding with each other's flaws and imperfections.,-1,North America-Europe,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
One of the characteristics of Egyptian/ Sudanese Arabic is its lack of words.,-1,Middle East and Africa,no,yes,no,no,yes,no,no,no,yes,yes,yes,yes,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,yes,yes,no,no,yes,yes,no,no,no,no
 Keep your volumes up as much as possible.,-1,India,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"Business cards are an extension of you as a person, and must look as good as",-1,Middle East and Africa,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes ,yes,yes,yes,yes ,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
